id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
36482416	Sunny Bedroom NYC! Walking to Central Park!!	131529729	Kendall	Manhattan	East Harlem	40.79755	-73.93614	Private room	75	2	0			2	364
7750	Huge 2 BR Upper East  Cental Park	17985	Sing	Manhattan	East Harlem	40.79685	-73.94872	Entire home/apt	190	7	0			2	249
36478357	"Cozy, Air-Conditioned Private Bedroom in Harlem"	177932088	Joseph	Manhattan	Harlem	40.80953	-73.9541	Private room	60	1	0			1	26
36478343	Welcome all as family	274273284	Anastasia	Manhattan	East Harlem	40.78749	-73.94749	Private room	140	1	0			1	180
36477588	Short Term Rental in East Harlem	214535893	Jeffrey	Manhattan	East Harlem	40.7976	-73.93947	Private room	50	7	0			1	22
36476675	Nycity-MyHome	8636072	Ben	Manhattan	Hell's Kitchen	40.76236	-73.99255	Entire home/apt	260	3	0			1	9
36475746	A LARGE ROOM - 1 MONTH MINIMUM - WASHER&DRYER	144008701	Ozzy Ciao	Manhattan	Harlem	40.82233	-73.94687	Private room	35	29	0			2	31
36472171	1 bedroom in sunlit apartment	99144947	Brenda	Manhattan	Inwood	40.86845	-73.92449	Private room	80	1	0			1	79
8700	Magnifique Suite au N de Manhattan - vue Cloitres	26394	Claude & Sophie	Manhattan	Inwood	40.86754	-73.92639	Private room	80	4	0			1	0
9357	Midtown Pied-a-terre	30193	Tommi	Manhattan	Hell's Kitchen	40.76715	-73.98533	Entire home/apt	150	10	58	13/08/2017	0.49	1	75
9518	"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM"	31374	Shon	Manhattan	Inwood	40.86482	-73.92106	Private room	44	3	108	15/06/2019	1.11	3	311
9657	Modern 1 BR / NYC / EAST VILLAGE	21904	Dana	Manhattan	East Village	40.7292	-73.98542	Entire home/apt	180	14	29	19/04/2019	0.24	1	67
9668	front room/double bed	32294	Ssameer Or Trip	Manhattan	Harlem	40.82245	-73.95104	Private room	50	3	242	01/06/2019	2.04	3	355
9704	Spacious 1 bedroom in luxe building	32045	Teri	Manhattan	Harlem	40.81305	-73.95466	Private room	52	2	88	14/06/2019	1.42	1	255
36471896	Private Bedroom & PRIVATE BATHROOM in Manhattan	23548340	Sarah	Manhattan	Upper East Side	40.77192	-73.95369	Private room	95	1	0			1	2
9783	back room/bunk beds	32294	Ssameer Or Trip	Manhattan	Harlem	40.8213	-73.95318	Private room	50	3	273	01/07/2019	2.37	3	359
36468409	One bedroom Manhattan Upper East Side Apartment	57502664	Omar	Manhattan	Upper East Side	40.76628	-73.95795	Entire home/apt	120	1	0			1	1
36468386	纽约罗岛Roosevelt Island整租或合租 窗外美景 设施全 家具新 到曼哈顿方便 性价比高	228268650	Yan	Manhattan	Roosevelt Island	40.76688	-73.94688	Entire home/apt	145	1	0			1	30
36468375	"two girls room , I speak Chinese and English"	274188386	Qizhi	Manhattan	East Village	40.73197	-73.98674	Private room	93	7	0			1	173
36456829	Perfectly Located Organic Getaway	6677425	Isabel	Manhattan	Upper West Side	40.79753	-73.96155	Shared room	55	2	0			2	49
36455917	Sunny&quiet paradise in the WV with open views	274103383	Jennifer	Manhattan	West Village	40.73444	-74.00335	Private room	202	2	0			1	84
12048	LowerEastSide apt share shortterm 1	7549	Ben	Manhattan	Lower East Side	40.71401	-73.98917	Shared room	40	1	214	05/07/2019	1.81	4	188
12192	ENJOY Downtown NYC!	46978	Edward	Manhattan	East Village	40.7229	-73.98199	Private room	68	2	245	21/06/2019	2.08	2	96
36455584	Large studio at Union Square! for 3-5 ppl	50812891	Molo	Manhattan	East Village	40.73231	-73.98689	Entire home/apt	159	1	0			1	166
36455579	Studio in Manhattan(独立出入)	257261595	Xiaolan	Manhattan	Harlem	40.80951	-73.95347	Entire home/apt	65	1	0			1	32
12318	West Side Retreat	16800	Cyn	Manhattan	Upper West Side	40.79009	-73.97927	Private room	135	4	81	16/06/2019	0.69	1	273
12343	BEST BET IN HARLEM	47727	Earl	Manhattan	Harlem	40.81175	-73.94478	Entire home/apt	150	7	97	13/06/2019	0.84	1	309
36453952	West Village Studio on quiet cobblestone street	115491896	Will	Manhattan	West Village	40.7362	-74.00827	Entire home/apt	205	1	0			1	365
36453160	LUXURY MANHATTAN PENTHOUSE+HUDSON RIVER+EMPIRE BLD	224171371	LuxuryApartmentsByAmber	Manhattan	Chelsea	40.75204	-74.00292	Entire home/apt	350	1	0			1	9
36451653	Massive Master Bedroom in Manhattan Apartment	271029539	Dominique	Manhattan	Harlem	40.82126	-73.95458	Private room	70	1	0			4	90
36451481	Feels Like Home	31244206	Pedro	Manhattan	Harlem	40.82385	-73.93947	Private room	80	3	0			1	70
36451212	Sunny and Spacious Private Bedroom in Manhattan	271029539	Dominique	Manhattan	Harlem	40.82258	-73.95464	Private room	60	1	0			4	80
36450896	Brand New 3-Bed Apt in the Best Location of FiDi	29741813	Yue	Manhattan	Financial District	40.70605	-74.01042	Entire home/apt	475	2	0			1	64
14287	Cozy 1BD on Central Park West in New York City	56094	Joya	Manhattan	Upper West Side	40.78635	-73.97008	Entire home/apt	151	2	73	07/07/2019	0.63	1	302
36450318	"LUXURY, PRIVATE APT ACROSS FROM EMPIRE STATE"	151831356	Michael	Manhattan	Midtown	40.74607	-73.98599	Entire home/apt	199	1	0			1	14
36450283	Cozy SunDrenched 1 BR close to Transportation!	53360631	Ashley	Manhattan	Washington Heights	40.83734	-73.94326	Entire home/apt	90	4	0			1	83
14322	Beautiful Apartment in Manhattan!!!	56284	Francesca	Manhattan	Kips Bay	40.73961	-73.98074	Entire home/apt	200	7	19	25/03/2019	0.22	1	257
36449938	Huge Private 3 Bedroom Art Apartment in Manhattan	271029539	Dominique	Manhattan	Harlem	40.82179	-73.95522	Entire home/apt	170	1	0			4	78
14991	"Great Location, Manhattan Bedroom!"	59023	Bianca	Manhattan	Lower East Side	40.72004	-73.99104	Private room	110	5	19	18/05/2019	0.17	1	301
15220	Best Location in NYC! TIMES SQUARE!	59734	Luiz	Manhattan	Hell's Kitchen	40.75531	-73.99293	Private room	69	2	289	09/06/2019	2.49	2	294
36448400	Central East Village Apartment	16030422	Brandon	Manhattan	East Village	40.72626	-73.98729	Private room	80	3	0			1	18
15341	**Bright Nolita Apt w Doorman/Elevators/Gym**	60049	Ted	Manhattan	SoHo	40.7221	-73.99775	Entire home/apt	180	30	21	29/06/2019	0.3	1	154
36447795	Beautiful studio Apt. in Harlem (near Red Rooster)	274035866	Aurellia	Manhattan	East Harlem	40.8078	-73.93837	Entire home/apt	110	2	0			1	25
15396	Sunny & Spacious Chelsea Apartment	60278	Petra	Manhattan	Chelsea	40.74623	-73.9953	Entire home/apt	375	180	5	03/11/2018	0.12	1	180
15711	2 bedroom - Upper East Side-great for kids	61491	D	Manhattan	Upper East Side	40.77065	-73.95269	Entire home/apt	250	2	66	30/03/2019	0.57	2	231
36446437	Midtown bedroom in Manhattan	867516	Grace	Manhattan	Murray Hill	40.74757	-73.98118	Private room	200	1	0			1	34
36445280	"Spacious, simple, private bath"	62784258	Eliana	Manhattan	Harlem	40.81951	-73.94161	Private room	50	1	0			1	21
16421	Your Heaven in Hells Kitchen	63924	Mark	Manhattan	Hell's Kitchen	40.75979	-73.99119	Private room	52	30	191	16/05/2019	1.65	1	191
36445121	UWS Spacious Master Bedroom Sublet	274014453	Dagmara	Manhattan	Upper West Side	40.79952	-73.96003	Private room	75	30	0			1	90
16580	"Sunny, Modern room in East Village!"	64442	Reka	Manhattan	East Village	40.72649	-73.97904	Private room	80	1	338	01/07/2019	4.72	2	72
36444734	Sunny Upper West Side Apt. 3mins from Central Park	32987938	Alex	Manhattan	Upper West Side	40.77889	-73.97668	Entire home/apt	143	3	0			1	10
16821	Large Room in Amazing East Village Apt	4396	Casey	Manhattan	East Village	40.72298	-73.98474	Private room	99	1	106	21/06/2019	1.26	2	336
16974	SpaHa Loft: Enormous and Bright	65837	Robin	Manhattan	East Harlem	40.80164	-73.93922	Entire home/apt	225	4	190	23/06/2019	1.64	1	215
17037	Lovely EV Artist's Home	66035	Anna	Manhattan	East Village	40.72162	-73.98008	Entire home/apt	230	9	49	14/05/2018	0.43	1	116
17092	Cool Room in Hell's Kitchen	66243	Enzo	Manhattan	Hell's Kitchen	40.76342	-73.98865	Private room	51	7	23	01/06/2019	0.43	1	88
17693	"HARLEM, NEW YORK WELCOMES YOU!!"	68428	Tye And Etienne	Manhattan	Washington Heights	40.83139	-73.94095	Private room	65	2	49	18/06/2019	1.6	2	336
36444527	Bright & Cheerful! Near Metro + Bars & Cafes	140961117	Christine & Ben	Manhattan	Harlem	40.81697	-73.94225	Private room	39	30	0			1	44
18127	Charming East Village One Bedroom Flat	69829	Josh	Manhattan	East Village	40.72828	-73.98801	Entire home/apt	190	5	21	02/01/2019	0.2	1	224
18152	Manhattan Room	69942	Victoria	Manhattan	Upper East Side	40.76865	-73.95058	Private room	200	1	142	06/07/2019	1.5	1	322
36444457	My Minimalist Sanctuary - Harlem Living	19580888	Lola	Manhattan	Harlem	40.81589	-73.95346	Entire home/apt	100	4	0			1	20
36441908	Amazing flex room in financial district with view	112024431	Dariné	Manhattan	Financial District	40.70597	-74.01562	Private room	99	4	0			1	22
18728	Beautiful Meatpacking District Loft	71876	DAVID And RICK	Manhattan	Chelsea	40.74138	-74.00197	Private room	150	3	167	28/05/2019	1.65	1	295
36441808	Hell's Kitchen charming apartment	24680496	Miriam	Manhattan	Hell's Kitchen	40.76911	-73.99248	Entire home/apt	145	1	0			1	10
19159	Spacious luminous apt Upper West NYC	73051	Sybilla	Manhattan	Harlem	40.82915	-73.95136	Entire home/apt	110	31	54	23/03/2019	0.49	1	209
19169	Entire 2 Bedroom - Large & Sunny	73128	JoLynn	Manhattan	Lower East Side	40.71851	-73.98892	Entire home/apt	285	5	70	30/06/2019	0.62	1	328
36439761	Hudson Yards 1 BR / 1 Bath	112300256	Ken	Manhattan	Chelsea	40.75343	-74.00208	Entire home/apt	155	30	0			1	171
19319	Private room Great Deal at Lower East Side	44263	Ana	Manhattan	Lower East Side	40.7114	-73.98794	Private room	94	30	94	08/04/2019	0.84	1	188
36438110	Location! View!  X- Large Studio w/ Washer/Dryer!	96079975	Karen	Manhattan	Upper East Side	40.78411	-73.9487	Entire home/apt	140	7	0			1	158
36427393	"Luxury large studio in Chelsea, at the Highline!"	71473447	Andrea	Manhattan	Chelsea	40.74954	-74.00466	Entire home/apt	225	7	0			1	20
20299	Oh glorious spring!	62407	Edward	Manhattan	East Village	40.72334	-73.9844	Private room	60	3	194	30/06/2019	1.73	1	26
20300	Great Location for NYC	76627	Pas	Manhattan	East Village	40.72912	-73.98057	Private room	50	1	2	14/02/2016	0.05	1	0
36427098	Downtown NYC Convenient Private Room	105447387	Xiao	Manhattan	Lower East Side	40.71466	-73.98676	Private room	80	1	0			1	323
36426720	Crash at a sofabed.Unique apt In the heart of NYC	67738361	Julie	Manhattan	Hell's Kitchen	40.75579	-73.99094	Shared room	260	1	0			2	168
36426319	"Duplex penthouse with terrace, prime UES location"	46876102	Philippe	Manhattan	Upper East Side	40.7784	-73.9567	Entire home/apt	250	45	0			1	83
36425863	Lovely Privet Bedroom with Privet Restroom	83554966	Rusaa	Manhattan	Upper East Side	40.78099	-73.95366	Private room	129	1	1	07/07/2019	1	1	147
36424660	5min to Metro - Tons of Restaurants! Free Cleaning	107263278	Erin At Bedly	Manhattan	East Harlem	40.79268	-73.94577	Private room	40	30	0			1	46
36424465	Private Room 10 mins away from Central Park	157728550	Kem	Manhattan	East Harlem	40.80268	-73.94244	Private room	100	1	0			2	343
36423704	"City and water views, 1 BR w/ private terrace!"	1338608	Dan	Manhattan	Murray Hill	40.74604	-73.97228	Entire home/apt	250	5	0			1	233
21456	Light-filled classic Central Park 	42032	Dana	Manhattan	Upper West Side	40.79764	-73.96177	Entire home/apt	140	3	81	07/07/2019	0.71	1	198
21644	"Upper Manhattan, New York"	82685	Elliott	Manhattan	Harlem	40.82803	-73.94731	Private room	89	1	1	09/10/2018	0.11	1	365
21794	COZY QUIET room 4 DOOGLERS!	83257	Olan	Manhattan	Chelsea	40.74008	-74.00271	Private room	98	30	30	01/05/2019	0.27	2	364
36420404	Home Sweet Home	273656890	Liana	Manhattan	East Harlem	40.79266	-73.9474	Private room	50	1	0			1	81
22918	loft bed - near transportation-15min to times sq	32294	Ssameer Or Trip	Manhattan	Harlem	40.82279	-73.95139	Private room	60	3	11	03/01/2019	0.87	3	219
36419574	Luxury & Spacious 1500 ft² MANHATTAN Townhouse	11454384	Ellen	Manhattan	Tribeca	40.71815	-74.01145	Entire home/apt	700	3	0			1	37
23501	Monkey Retreat Manhattan	63318	Meka	Manhattan	Washington Heights	40.83927	-73.94281	Private room	65	2	68	01/11/2012	0.6	1	312
23686	2000 SF 3br 2bath West Village private  townhouse	93790	Ann	Manhattan	West Village	40.73096	-74.00319	Entire home/apt	500	4	46	18/05/2019	0.55	2	243
36419441	Murray Hill Masterpiece	273824202	David	Manhattan	Murray Hill	40.74404	-73.97239	Entire home/apt	129	2	0			1	0
36419291	Wyndham Midtown 45 New York City 1 Bedroom Deluxe	273812306	Kelly	Manhattan	Midtown	40.75288	-73.97269	Private room	380	3	0			1	3
36417651	Mid-century Modern Studio on UWS	11270687	Lauren	Manhattan	Upper West Side	40.79873	-73.96938	Entire home/apt	150	2	0			1	74
36417643	Luxury private room apt near Central Park (UES)	49796302	Natasha	Manhattan	East Harlem	40.79339	-73.93784	Private room	150	1	0			1	265
25696	"1,800 sq foot in luxury building"	107628	Dena	Manhattan	Harlem	40.8092	-73.94421	Private room	100	2	170	23/06/2019	1.61	1	346
36417250	US Open special 2-bed luxury condo	133288905	Cherie	Manhattan	Midtown	40.75174	-73.97343	Entire home/apt	369	4	0			3	4
26362	"Times Square, Safe, Clean and Cozy!"	59734	Luiz	Manhattan	Hell's Kitchen	40.75527	-73.99291	Private room	59	2	334	16/06/2019	3	2	279
36416632	Nice studio 4 people next to Times Square.	266294029	Carolina	Manhattan	Midtown	40.75354	-73.98377	Entire home/apt	245	2	0			1	79
26559	Beautiful Apartment East Village	112793	Sally	Manhattan	East Village	40.7288	-73.98192	Entire home/apt	140	7	12	11/12/2017	0.13	1	164
36415915	Two bedroom cute apartment in the lower east side	246222122	Anna	Manhattan	East Village	40.72874	-73.98344	Entire home/apt	198	2	0			2	344
26933	2 BR / 2 Bath Duplex Apt with patio! East Village	72062	Bruce	Manhattan	East Village	40.7254	-73.98157	Entire home/apt	350	2	7	09/08/2017	0.06	4	298
26954	NYC fabulous views Manhattan's eye	115157	Nimo	Manhattan	Kips Bay	40.74294	-73.98009	Entire home/apt	199	5	38	02/12/2015	0.38	1	260
36414101	New York cutest studio	23899462	Florencia	Manhattan	Harlem	40.80505	-73.94894	Entire home/apt	90	7	0			1	23
27006	Comfortable UWS 2-BD Family-Friendly Brownstone	115560	Stacy	Manhattan	Upper West Side	40.77823	-73.97637	Entire home/apt	235	6	27	27/04/2019	0.27	1	199
27385	Great Large 1 BR apt  in East Village!	72062	Bruce	Manhattan	East Village	40.72555	-73.97965	Entire home/apt	225	1	115	07/06/2019	1.05	4	299
36413532	Little hideaway at the East Village!	48685332	Carissa	Manhattan	East Village	40.72146	-73.98279	Private room	100	1	0			1	1
27644	Sugar Hill Rest Stop 	119510	Emma	Manhattan	Harlem	40.82754	-73.94919	Entire home/apt	170	2	195	01/07/2019	2.03	1	318
36413327	CHEAP AND COZY ROOM JUST 20 MIN AWAY FROM TIMES SQ	255476470	Maria	Manhattan	Washington Heights	40.83331	-73.94547	Private room	50	5	0			1	51
27759	apartment next to Central park	119900	Sylvie	Manhattan	Upper West Side	40.77842	-73.97556	Entire home/apt	170	7	13	26/06/2019	0.12	1	224
27883	East Village Sanctuary	120223	Jen	Manhattan	East Village	40.72245	-73.98527	Entire home/apt	100	4	25	10/12/2011	0.23	1	0
36413114	Studio on West 14th Street and 7th Avenue	273772372	Richard	Manhattan	West Village	40.73713	-73.9987	Entire home/apt	144	1	0			1	110
36412880	Massive Master Bedroom w Private Bathroom	3427758	Phil	Manhattan	Harlem	40.81274	-73.94357	Private room	110	3	0			1	199
28907	Garden studio in the Upper East Sid	124352	Lisa	Manhattan	Upper East Side	40.778	-73.94822	Entire home/apt	150	5	21	15/08/2017	0.19	1	189
29012	Secluded Master Bedroom in Beautiful Huge Apt	124797	Fernando And Lenin	Manhattan	Washington Heights	40.85879	-73.93128	Private room	85	15	36	17/08/2017	0.33	1	307
36411407	Brand new 1 bedroom steps from Soho!	33917435	Mike	Manhattan	Lower East Side	40.71825	-73.99019	Entire home/apt	150	4	1	06/07/2019	1	1	13
29455	ACCOMMODATIONS GALORE #1	126607	Laurine	Manhattan	Harlem	40.81618	-73.94894	Entire home/apt	120	3	155	20/06/2019	1.42	3	213
36409084	newyork guest house shared room	272477673	Jin	Manhattan	Chelsea	40.74643	-73.99105	Shared room	75	1	0			3	352
29683	Stylish & Sleek Apartment Near SoHo!	125857	Uli	Manhattan	East Village	40.72392	-73.99143	Entire home/apt	185	5	73	25/06/2019	0.66	1	209
36407969	"1 BDRM  SPACIOUS ,QUIET, EAST VILLAGE ARTIST OASIS"	273741577	Lynn	Manhattan	East Village	40.72388	-73.98354	Entire home/apt	178	1	0			1	35
30927	Unique & Charming small 1br Apt. LES	120335	Cs	Manhattan	Lower East Side	40.71341	-73.98856	Entire home/apt	105	3	32	14/06/2019	0.29	1	16
31130	Most Central Location!	117287	Lara	Manhattan	Hell's Kitchen	40.76754	-73.98399	Private room	130	2	50	26/05/2019	0.45	3	234
31555	Luminous Beautiful West Village Studio	135619	Tom	Manhattan	West Village	40.73442	-74.00303	Entire home/apt	115	29	26	01/07/2019	0.25	1	12
36404972	"Hip East Village 1BR w/ Gym, W/D, Doorman, near Union Sq., by Blueground"	107434423	Blueground	Manhattan	East Village	40.73206	-73.98776	Entire home/apt	365	30	0			232	295
36404815	Trendy Hell's Kitchen 1BR w/ Gym + W/D + Doorman by Blueground	107434423	Blueground	Manhattan	Hell's Kitchen	40.76083	-73.99727	Entire home/apt	267	30	0			232	228
36404784	Dapper Hell's Kitchen 2BR w/  Gym + W/D + Doorman by Blueground	107434423	Blueground	Manhattan	Hell's Kitchen	40.76082	-73.99709	Entire home/apt	385	30	0			232	338
36404684	Smart Nolita 1BR w/ W/D near famous cafes by Blueground	107434423	Blueground	Manhattan	Nolita	40.72283	-73.99472	Entire home/apt	316	30	0			232	325
36404568	Sharp Upper East Side 2BR w/ Gym + W/D near the MET by Blueground	107434423	Blueground	Manhattan	Upper East Side	40.77739	-73.94916	Entire home/apt	393	30	0			232	307
36396082	LUXURY RENTAL NYC - Hell’s Kitchen	237217643	Yakir	Manhattan	Hell's Kitchen	40.76142	-73.99865	Entire home/apt	220	28	0			1	167
36392607	A shared room in Manhattan	178720348	Mingmei	Manhattan	Harlem	40.81991	-73.9575	Shared room	60	1	0			2	86
36391866	"Clean, modern, and comfy  1bd apt Manhattan-Harlem"	273644177	Merce	Manhattan	Harlem	40.80078	-73.95079	Entire home/apt	137	1	0			1	35
36391615	Hidden gem! Cozy home in heart of Lower East Side	70653354	John	Manhattan	Lower East Side	40.72013	-73.98769	Entire home/apt	235	1	0			1	349
36389944	Family Friendly Apt in Midtown East	224309949	Efrat	Manhattan	Midtown	40.75988	-73.96591	Entire home/apt	325	5	0			1	298
36388748	Private Times Square Room with Pool/Gym	217557021	Jas	Manhattan	Hell's Kitchen	40.7617	-73.99815	Private room	180	3	0			1	365
33014	NYC Zen	143048	Paula	Manhattan	East Village	40.72354	-73.98295	Entire home/apt	195	3	30	17/06/2019	0.28	1	248
36388720	HUGE LUXURY CONDO – INCREDIBLE WATER VIEWS	273619215	Layla	Manhattan	Upper West Side	40.77665	-73.98867	Entire home/apt	750	4	0			1	174
36387905	Manhattan Apartment Private Close to Subway	273613106	Jose L.	Manhattan	East Harlem	40.79031	-73.94269	Entire home/apt	139	1	0			1	354
35526	Sun Filled Classic West Village Apt	120291	Karen	Manhattan	West Village	40.73474	-74.00101	Private room	156	4	79	22/06/2019	0.74	1	307
36384760	CHELSEA BEAUTY Prime location	14563616	Anna/Phillip	Manhattan	Chelsea	40.74271	-73.99554	Entire home/apt	215	1	0			2	127
36384487	Peace in NYC	108640056	Osi	Manhattan	Lower East Side	40.71421	-73.97853	Entire home/apt	350	1	0			1	131
36383943	15 mins to LOVE NYC in a NEW Elegant NY Style 1BR	185936267	Serena	Manhattan	Lower East Side	40.72129	-73.98585	Entire home/apt	200	3	0			1	89
36647	Private Bdrm/Bathrm. New! Elevator!	157798	Irene	Manhattan	East Harlem	40.79295	-73.93997	Private room	69	2	34	29/05/2017	0.32	1	10
36703	"Sunny, clean 1 bdrm in W. Village"	158284	Karene	Manhattan	West Village	40.73226	-74.00401	Entire home/apt	225	45	134	31/03/2019	1.24	1	312
36382148	Lower East Side 1-Bedroom	273568164	Doug	Manhattan	Lower East Side	40.71958	-73.98741	Entire home/apt	198	30	0			1	152
38638	Light and Airy Upper East Side 1 BDR apartment	92788	Sara	Manhattan	Upper East Side	40.77711	-73.9527	Entire home/apt	219	4	126	26/06/2019	1.16	2	290
36382093	Chelsea Corner Unit Overlooking the Highline	1256264	Michelle	Manhattan	Chelsea	40.75113	-74.00231	Entire home/apt	450	5	0			1	167
39267	CENTRAL PARK LOFT all for YOU	168417	Marie	Manhattan	Upper East Side	40.77456	-73.95323	Entire home/apt	99	1	234	08/06/2019	2.6	2	164
36381819	Wonderful Oasis in the heart of New York city	273560024	Thea	Manhattan	Hell's Kitchen	40.76443	-73.98516	Private room	88	3	0			1	7
36380964	Cozy bedroom in East Village apt!	271590063	Mariel	Manhattan	Stuyvesant Town	40.7338	-73.97972	Private room	70	1	0			1	270
36379995	**Bright Luxury Apt in Financial District+Balcony	90870599	Claris	Manhattan	Financial District	40.70822	-74.01418	Entire home/apt	225	4	0			1	79
36379292	Little Italy Studio in Soho - Sleeps up to 4!	273544738	Jane	Manhattan	Nolita	40.72132	-73.99586	Entire home/apt	176	2	0			1	324
40453	Charming & Cozy midtown loft any WEEK ENDS  !!!	174025	Sylvia	Manhattan	Upper East Side	40.76123	-73.9642	Entire home/apt	250	3	4	23/09/2016	0.08	1	365
36379279	"Amazing ,quiet, cozy, 1 bedroom on Union Square E"	273519401	Geraldo	Manhattan	Gramercy	40.73684	-73.98797	Entire home/apt	299	1	0			1	168
41513	Convenient cozy cheap apt Manhattan	181167	Lorenzo	Manhattan	Harlem	40.82704	-73.94907	Entire home/apt	80	3	2	02/11/2015	0.04	1	0
36378818	Clean One Bedroom	3449848	V	Manhattan	Chelsea	40.73896	-73.99935	Entire home/apt	350	3	0			1	8
36375840	Perfectly Located Studio in FiDi has all you need!	273524881	Shannon	Manhattan	Financial District	40.70787	-74.0078	Entire home/apt	158	7	0			1	70
36373544	Large studio with tall ceiling near Central Park	35141789	Janey	Manhattan	Upper East Side	40.78332	-73.95155	Entire home/apt	100	10	0			1	21
36368998	Queen size bedroom close to Columbia	3850264	Jason	Manhattan	Harlem	40.80656	-73.95593	Private room	60	3	0			2	86
36368048	"Luxury appartment, special edition for musicians."	253681134	Azamat	Manhattan	Washington Heights	40.83423	-73.94723	Private room	74	3	0			1	3
36357591	Harlem lounge	268242223	K	Manhattan	Harlem	40.81954	-73.94277	Private room	40	2	0			1	363
44212	West Inn 2 - East Village	72062	Bruce	Manhattan	East Village	40.72518	-73.98034	Private room	125	1	84	23/06/2019	0.78	4	310
44221	Financial District Luxury Loft	193722	Coral	Manhattan	Financial District	40.70666	-74.01374	Entire home/apt	196	3	114	20/06/2019	1.06	1	0
36356416	[Female Only]Private Room near Columbia University	118767681	Sunny	Manhattan	Upper West Side	40.80243	-73.96637	Private room	49	1	0			1	14
44288	Your own Lovely West Village Studio	193637	Sara	Manhattan	West Village	40.73756	-74.00405	Entire home/apt	170	3	86	01/06/2019	0.8	1	246
44506	ACCOMMODATIONS GALORE#3. 1-5 GUESTS	126607	Laurine	Manhattan	Harlem	40.81526	-73.94791	Entire home/apt	165	3	80	26/05/2019	0.75	3	231
45393	Greenwich Village Stylish Apartment	201297	Myrna	Manhattan	West Village	40.73423	-74.0046	Entire home/apt	150	26	38	20/04/2016	0.36	1	225
45542	Clean and Cozy Harlem Apartment	202249	Campbell	Manhattan	Harlem	40.82374	-73.9373	Entire home/apt	100	2	18	17/12/2018	1.79	1	0
36353482	EAST VILLAGE Apt. (ABC City) w/awesome Roof Deck	44024684	Zack	Manhattan	East Village	40.72597	-73.97645	Private room	85	1	0			1	15
36352893	Bright & modern West Village unit w/ elevator	15870918	Sofia	Manhattan	West Village	40.72964	-74.0031	Entire home/apt	200	2	0			1	6
